speaker_A,speaker_B,timestamp_A,timestamp_B,words_A,words_B,time_diff,weight,cosine_similarity,weighted_similarity
mikaela,keetra,37,41,"No. Yeah, I'll go, that's crazy. I didn't know that you did that. That's so cool. Yeah, no, I was like, that's crazy. I'm like me, I'm gone for three days and then I want to come home. So that's something wild in my eyes. So the reason I chose honesty, one, I'm a pretty blunt person, so I do like to live that value the best I can. And I think it comes from growing up. It's so weird. Don, your story is kind of similar to mine when you started saying that. I don't know my real dad and my mom has never addressed it. It's like something I don't even know. It's like it's never brought up. So then when I was 18 you're given your birth certificate and I did a bunch of research, et cetera. But where I'm going with that is this whole time that I've been growing up, it's like my mom doesn't see me as an adult or like didn't see that she could tell me these things. And really that kind of stemmed over into her just kind of being hands off as a parent in general. So I just, I don't know. I really value honesty because I think if she could talk to me and tell me about it, I feel I deserve that. I deserve to be told what happened and I haven't been, and I just, I don't know. I think that that's where a lot of my being blunt and being open and just talk to people like they're humans, you know? It's also very uncomfortable for me to share. So thank you guys for listening.","I can go first. I would say I live in Madison and I like Madison because I believe in the possibility of Madison becoming the city that we all want it to be. And what I mean by that is, right now of course there is a tale of two cities, but I think we've reached a spot where people are now aware that there's a tale of two cities, or they are now validated in knowing for a long time that there is a tale of two cities. And in my work I come across a lot of organizational leaders, a lot of people in public office, a lot of everyday people. And what I see time and time again is especially like in smaller groups like this, is that, and I've mentioned this in a speech recently, that we are all able to connect on a human level. We know what's right, we know what looks right, what feels right. And if you think back to the incident where the school behavioral specialists body-slammed a little black girl and snatch braids out of her head regardless of any policy or practice, we know we wouldn't want that to happen to our child. On a human level, that's wrong. It doesn't matter who wrote what policy and what's in place. So I think we're all able to connect and know what the right thing to do is. I think that our challenge is realizing that people, everyday people in our community, make up the systems that interfere with us becoming the city that we want to be. And what I mean by that is, in that same scenario, the school district says, well this person was practicing in line with his role and responsibilities in the school district, so he can't be terminated. We'll refer it to the Madison Police Department. The Police Department says, well, if the School District says he didn't do anything wrong, he didn't break any laws. So there's nothing we can do as a Police Department, we'll refer to the District Attorney's Office. The District Attorney's Office says, well if the police didn't file any charges, there's nothing we can do, because we can't take any legal action. So everybody is pointing the finger at the next person or the next entity as the reason why. But in pointing those fingers we're ultimately pointing our fingers at ourselves, because we made those policies and practices. So I think that once we realize that we are the systems, we are the people who make up the policies and the practices, and it's our relationships, and our friendships, and our professional networks that create this brick wall that we all keep on bump our heads up against, until we realize that we're just going to continue passing the ball. We just have to be brave enough. Like I tell all leaders, this requires brave leadership. People who are not afraid to be disliked, to make those bold calls, to make those really brave choices. That change things to the point where we don't have those excuses or reasons why we can't do X, Y, Z anymore, but we work together to make sure that the right thing is accomplished basically. I believe in our ability to get there. It's frustrating. It's frustrating just to see us continue to bump up against that system and people to see that as the end all be all. It's frustrating for me to see people who are in agreement that change needs to happen until they have to sacrifice something, or something is taken away from that particular person or group of people. There was a quote once that really hit me. It said, when you're accustomed to privilege, equity feels like oppression. So in other words, if you're used to being spoonfed and having your way, when it's time to make sure that everyone has what they need, it feels like something's being taken away from you. But the fact that you had more in the first place is what was wrong all the time. So yeah, that's what I think.",4,0.6703200460356393,0.33664971590042114,0.2256630530602552
mikaela,steve,4,5,I agree.,I agree.,1,0.9048374180359595,1.0,0.9048374180359595
mikaela,steve,16,17,"Wonderful. I'm Mikaela. I work here at United Way. I've lived here for almost two years now. I lived in La Crosse for a couple of years, and then I was born in a really small town on the Illinois, Wisconsin border kind of by Beloit area. The reason I wanted to come is I thought this was like a great way to learn. I'm always looking to learn more. Like I said, I grew up in a small town, so had kind of a tunnel vision, and how can I expand that to help the work that we do here, and to broaden my awareness and knowledge. I would say the value that I appreciate the most, honesty. I think you have to put on a real face every day and you have to be who you really are, and be honest with people. Otherwise you're just faking it through life and that's not the way to do it.","My name is Steve. I grew up in Middleton. I work at the United Way of Dane County at the Resource Development Department. I think what really drew me here was, I have such a limited view of life, especially in my own community. And I really want to broaden my understanding and having my empathy really of what it means to be a Madisonian, and to live here and see where I can plug into that equation to help others. It was kind of in there.",1,0.9048374180359595,0.5479653477668762,0.4958195504465569
mikaela,steve,34,35,Beautiful.,"When I was in college, I took a gap year. I didn't feel like I was doing enough or whatever. I had this existential something, so went on a mission trip, my first time out of the country. And it was supposed to be 11 months, 11 different countries, living out of a backpack. So, I went off with a whole bunch of people I didn't know, rooming rural Romania and the whole Miami. The crux of my experience there was, here's this 19 year old kid with a whole bunch of false confidence going across the sea, a huge power dynamic to spread the word of God or whatever, and really what could I do for these people? Sharpen, listen, I mean that's what I came back with was this, this humility from my experience of you don't know nearly as much as you think you do. You need to listen twice as much as you speak. And that's kind of why I came back to work for United Ways. Like where can I start improving? It's my own backyard kind of thing. What I know, best is here. And I'm here for a reason. It's, I don't know as much as I need to, to start that.",1,0.9048374180359595,0.021511243656277657,0.019464178168688687
mikaela,jalanda,4,6,I agree.,I agree.,2,0.8187307530779818,1.0,0.8187307530779818
mikaela,jalanda,16,18,"Wonderful. I'm Mikaela. I work here at United Way. I've lived here for almost two years now. I lived in La Crosse for a couple of years, and then I was born in a really small town on the Illinois, Wisconsin border kind of by Beloit area. The reason I wanted to come is I thought this was like a great way to learn. I'm always looking to learn more. Like I said, I grew up in a small town, so had kind of a tunnel vision, and how can I expand that to help the work that we do here, and to broaden my awareness and knowledge. I would say the value that I appreciate the most, honesty. I think you have to put on a real face every day and you have to be who you really are, and be honest with people. Otherwise you're just faking it through life and that's not the way to do it.","I am in Jalanda. I work here at United Way as well, and I'm born and partially raised in Gary, Indiana and being transplanted here in Madison at an early age. It was a culture shock, and still navigating that with my children, who range in ages from when we are visiting family who are still there, and then coming back to Madison and trying to reconcile the differences, and how they experience the two different places. I would say truly my value is just authenticity and authenticity about oneself, their intentions, how they communicate, how they present. Don't do very well with reading in between the lines or gray. So sometimes the truth hurts, but I'd rather have the authentic truth than anything else.",2,0.8187307530779818,0.6643676161766052,0.5439381987128956
mikaela,jalanda,28,31,Thank you.,"I can share. So I have a good circle in my mind, like what am I going to say? And something just hit me. So when I say authenticity, in a previous job I worked with undergraduate students, traditionally underrepresented, low income, first generation. And I had entered into one of my colleagues' offices, into of the young women, were sitting at the table just kind of chit chatting and she said something to me in reference to one of the young ladies who was a undergraduate student, but also was a single parent. And because that's something near and dear to my heart, and anybody that knows me, knows I have four kids. And with my first child I just literally just started explaining the experience, and I understand the guilt that she feels. And she's sitting there and tears are just running down her face, because she didn't think anybody would truly understand what she's going through, because most of them that do have children generally try to keep that separate, but she was not in a space or did not have the support to balance that out. And so just hearing that, there was this instant connection. And every time after that, just when she was feeling high stress or, and just dealing with being a single person, I had to balance it or dealing with the guilt. Like we would just connect and having to reassure her, how to deal with that, how to navigate that, how to push through it. And now that she's graduated and totally different perspective, totally different life, but now you're able to share that experience to help the next person. But just being authentic and just saying it ain't easy.",3,0.7408182206817179,0.1083730161190033,0.08028470497119115
mikaela,jalanda,30,31,And I don't go about in a circle. It starts with things to break a little.,"I can share. So I have a good circle in my mind, like what am I going to say? And something just hit me. So when I say authenticity, in a previous job I worked with undergraduate students, traditionally underrepresented, low income, first generation. And I had entered into one of my colleagues' offices, into of the young women, were sitting at the table just kind of chit chatting and she said something to me in reference to one of the young ladies who was a undergraduate student, but also was a single parent. And because that's something near and dear to my heart, and anybody that knows me, knows I have four kids. And with my first child I just literally just started explaining the experience, and I understand the guilt that she feels. And she's sitting there and tears are just running down her face, because she didn't think anybody would truly understand what she's going through, because most of them that do have children generally try to keep that separate, but she was not in a space or did not have the support to balance that out. And so just hearing that, there was this instant connection. And every time after that, just when she was feeling high stress or, and just dealing with being a single person, I had to balance it or dealing with the guilt. Like we would just connect and having to reassure her, how to deal with that, how to navigate that, how to push through it. And now that she's graduated and totally different perspective, totally different life, but now you're able to share that experience to help the next person. But just being authentic and just saying it ain't easy.",1,0.9048374180359595,0.18270330131053925,0.16531678342447426
mikaela,dawn,4,7,I agree.,I agree.,3,0.7408182206817179,1.0,0.7408182206817179
mikaela,dawn,16,19,"Wonderful. I'm Mikaela. I work here at United Way. I've lived here for almost two years now. I lived in La Crosse for a couple of years, and then I was born in a really small town on the Illinois, Wisconsin border kind of by Beloit area. The reason I wanted to come is I thought this was like a great way to learn. I'm always looking to learn more. Like I said, I grew up in a small town, so had kind of a tunnel vision, and how can I expand that to help the work that we do here, and to broaden my awareness and knowledge. I would say the value that I appreciate the most, honesty. I think you have to put on a real face every day and you have to be who you really are, and be honest with people. Otherwise you're just faking it through life and that's not the way to do it.","I am Dawn. She, her. I am born and raised in Madison. I live in a small town outside of Madison, but come to Madison every day to work at United Way. I've been here since 2005, I had a variety of roles. Now I am the Director of Technology Services here. My value is peace and harmony. I just want to live peaceful and in harmony with my neighbors, with my friends, with coworkers, we just all need to get along.",3,0.7408182206817179,0.620913565158844,0.4599840825381167
mikaela,dawn,30,33,And I don't go about in a circle. It starts with things to break a little.,"When you brought up the subject, the first thing that came to my mind is my parents divorced when I was very young. I don't ever remember my biological dad living in the house with us. And I went to private Catholic schools in Madison my whole life. And so that was really like, ""Ooh, you know, your parents are divorced."" You know, that wasn't the thing, or it was really frowned upon. My mom remarried when I was nine, and the gentleman she married became my dad. I still had my biological dad, but he also was my dad to the point where when I got married, they both walked me down the aisle. You know, it was a family. Before I got married, I actually went to both my mother and my father and I said, ""Why did you divorce?"" And to this day... They're both still alive right now. To this day, they will not tell me. They say it's between us. It has nothing to do with you. You know, it's... I have my suspicions, but nobody will tell me why they chose to get divorced. But growing up, I had three parents. I didn't have two. Very active in my life. My biological dad worked for the phone company. When our phone broke, back then it wasn't 50/50 where you went to the parents, it was every other Sunday you went to visit your dad. That's how it was. But he was always coming to the house to check on me, to interact, whatever. And so when our phone would break, my stepdad would call my biological dad and call and say, ""Hey, we need help over here with this."" Or the reverse would happen. My stepdad works at Kaiser's in the Parts Department. He would help out my biological dad if he needed help. So even divorce can be very adversarial, but they showed me at a very young age that we all can just get along and everybody is so much richer and better for it.",3,0.7408182206817179,0.18631823360919952,0.13802794230292784
mikaela,claude,4,8,I agree.,I agree.,4,0.6703200460356393,1.0,0.6703200460356393
mikaela,claude,16,20,"Wonderful. I'm Mikaela. I work here at United Way. I've lived here for almost two years now. I lived in La Crosse for a couple of years, and then I was born in a really small town on the Illinois, Wisconsin border kind of by Beloit area. The reason I wanted to come is I thought this was like a great way to learn. I'm always looking to learn more. Like I said, I grew up in a small town, so had kind of a tunnel vision, and how can I expand that to help the work that we do here, and to broaden my awareness and knowledge. I would say the value that I appreciate the most, honesty. I think you have to put on a real face every day and you have to be who you really are, and be honest with people. Otherwise you're just faking it through life and that's not the way to do it.","Thank you. I'm Claude [Surname]. I'm a retired executive after 30 plus years working in government and some in the private sector. Originally from South Carolina so I'm a transplant. I've been here since 1969. I do still consider myself a Southerner. I've never acclimated to the weather here. Look, I like looking out the window and it's snow and it should just stay that way and I don't have to be out in it. I work at United Way. I've been a volunteer here for a long, quite a while and I'm a Loan Executive and I love the passion and what United Way stands for. My passion, I'm a deacon in Mount Zion Church, so my passion is about service and servant hood and what it means to be a servant. And so that is what I believe in and things that equal that to have some authenticity to it. It's important to me and also important to me that we do all we can to help those who are not so blessed. There's a lot of voices. What drew me to this is that I think it's good to hear the live voices of people who don't get to participate in these kinds of things.",4,0.6703200460356393,0.44677069783210754,0.29947935473819304
mikaela,claude,37,39,"No. Yeah, I'll go, that's crazy. I didn't know that you did that. That's so cool. Yeah, no, I was like, that's crazy. I'm like me, I'm gone for three days and then I want to come home. So that's something wild in my eyes. So the reason I chose honesty, one, I'm a pretty blunt person, so I do like to live that value the best I can. And I think it comes from growing up. It's so weird. Don, your story is kind of similar to mine when you started saying that. I don't know my real dad and my mom has never addressed it. It's like something I don't even know. It's like it's never brought up. So then when I was 18 you're given your birth certificate and I did a bunch of research, et cetera. But where I'm going with that is this whole time that I've been growing up, it's like my mom doesn't see me as an adult or like didn't see that she could tell me these things. And really that kind of stemmed over into her just kind of being hands off as a parent in general. So I just, I don't know. I really value honesty because I think if she could talk to me and tell me about it, I feel I deserve that. I deserve to be told what happened and I haven't been, and I just, I don't know. I think that that's where a lot of my being blunt and being open and just talk to people like they're humans, you know? It's also very uncomfortable for me to share. So thank you guys for listening.","You know, that's interesting that you share that, because you know there are things that happen young, with your parents never tell you about. So my father was an alcoholic until he was 50. And so when you grow up with somebody who's alcoholic, he wasn't abusive. He just would drink and go away for days and days and days and then come back home. And so, you have to resolve yourself to forgive someone, because when you're young you realize that he's the provider and if he doesn't come home, how do we survive? And so I remember wanting to try to ask him when, how did he stop drinking? And what led him to do that? And I think when I moved to Madison, I had just gotten my first job as the Hospital Administrator of Mendota. So being the first black hired there and I had my parents come up to visit me when I just moved to Madison, they wanted. My mom had been on dialysis for a long time, and she was getting toward the end stage and wanting to make sure all the children were okay. So she came to see me for the first time and it was constantly a hassle here, and I had four days with them. So I got to ask my father questions that I never asked. I said, ""Dad, I have some questions for you."" And so he told me that he decided to stop drinking because, one is, I think my mom told him that she was going to leave him, which is something back then people denied divorce. They were like for life. And then his large brothers, he's a Mason and several of them rescued him, told him that they, this was their last time doing the intervention. It's like people telling him, you have to stop or you're done. And then he stopped drinking, was no church intervention. He didn't... He just stopped and never touched it. Rock for the rest of his life. And I remember asking him about that news, several other questions that you have, but there were other things that they wouldn't answer, I said, ""Could you answer me these other questions?"" ""No, I don't think."" Because these were things between them and we don't, when I tell him to know all that stuff and it won't help us to go back and sort of re-live history, but it was good to have a conversation about as an adult to ask adult another question. And I remember my brother never forgave him for the drinking, but I had to forgive him, because you can't live with holding that against someone for the rest of your life. Then you will not know when you get into trouble. All of us fall short, so I just remember having a better relationship when you can talk to them as an adult. But they're still, they remind you, I'm still your dad. Don't get confused about that. My mom would yell. She goes, yeah, but I can still take your eyes. Okay. Okay, you know, that's the respectful.",2,0.8187307530779818,0.43889951705932617,0.35934053212754463
steve,mathias,5,9,I agree.,"Perfect. If you'd like to listen to some of the other discussions that are happening around the city, we'll ask you to provide your contact information at end of the session. I'll just pass around this. This is totally optional. If you do provide your information it will be kept confidential and will not be tied in any way to today's recording. We want to make sure that everyone gets a chance both to share and to learn from others in this conversation. And to support those goals, we have a few guidelines for our conversation. They're also in the handouts in front of you, so please turn off all devices including cell phones and smartwatches. I just did my watch. Speak for yourself and out of your own experiences. Allow others to speak for themselves. Share the time. Allow us to finish speaking and take turns. Stay curious. Ask honest questions. Pause. Take time to reflect. Listen generously, assume good intentions while acknowledging and attempting to impact, and be aware that even well intention comments may be hurtful to others in this group. Is everybody on board with these guidelines?",4,0.6703200460356393,0.11404722183942795,0.07644813899364211
steve,mathias,17,21,"My name is Steve. I grew up in Middleton. I work at the United Way of Dane County at the Resource Development Department. I think what really drew me here was, I have such a limited view of life, especially in my own community. And I really want to broaden my understanding and having my empathy really of what it means to be a Madisonian, and to live here and see where I can plug into that equation to help others. It was kind of in there.","All right. So right now this next thing we would like to do is, I invite you to share a little bit about your background. Take a minute to think about a personal story from your life that has shaped who you are and what help others understand what's important to you. If it helps, you can reflect on that value. Just select them in the last round and think of a story that illustrates a time when this value has either challenged, or reinforced you. We will go again once. We will just go again once again around the table and just share our story and as a reminder, you're invited to share a personal story that will help other people understand what's important to you. Please remember that this is being recorded, so we ask that you don't say anything that you wouldn't want the public to know, or just be open to the community. Right here, I'll open up the floor and whoever would like to take it.",4,0.6703200460356393,0.26591336727142334,0.17824706059087236
steve,mathias,35,36,"When I was in college, I took a gap year. I didn't feel like I was doing enough or whatever. I had this existential something, so went on a mission trip, my first time out of the country. And it was supposed to be 11 months, 11 different countries, living out of a backpack. So, I went off with a whole bunch of people I didn't know, rooming rural Romania and the whole Miami. The crux of my experience there was, here's this 19 year old kid with a whole bunch of false confidence going across the sea, a huge power dynamic to spread the word of God or whatever, and really what could I do for these people? Sharpen, listen, I mean that's what I came back with was this, this humility from my experience of you don't know nearly as much as you think you do. You need to listen twice as much as you speak. And that's kind of why I came back to work for United Ways. Like where can I start improving? It's my own backyard kind of thing. What I know, best is here. And I'm here for a reason. It's, I don't know as much as I need to, to start that.",Do you want to go?,1,0.9048374180359595,0.12360642105340958,0.11184371487863279
steve,mathias,35,38,"When I was in college, I took a gap year. I didn't feel like I was doing enough or whatever. I had this existential something, so went on a mission trip, my first time out of the country. And it was supposed to be 11 months, 11 different countries, living out of a backpack. So, I went off with a whole bunch of people I didn't know, rooming rural Romania and the whole Miami. The crux of my experience there was, here's this 19 year old kid with a whole bunch of false confidence going across the sea, a huge power dynamic to spread the word of God or whatever, and really what could I do for these people? Sharpen, listen, I mean that's what I came back with was this, this humility from my experience of you don't know nearly as much as you think you do. You need to listen twice as much as you speak. And that's kind of why I came back to work for United Ways. Like where can I start improving? It's my own backyard kind of thing. What I know, best is here. And I'm here for a reason. It's, I don't know as much as I need to, to start that.",Thank you for sharing.,3,0.7408182206817179,0.1259249448776245,0.0932874936036852
steve,keetra,67,71,"There you go. So I talked to a lot of my friends that are here and then have moved. My girlfriend is from Mississippi. And a lot of the people, because of the epics and some of the other big companies here that bring balance, becoming a city of transplants almost. It's hard to make friends. It's hard to meet people. It's hard to, I mean even like be in the community. Like I go to the gym every day. I live in an apartment, I see the same people. They never said, hello the me. You go to the supermarket, you don't talk to anybody. I don't know if it's the sign of the times, or we're at like late twenties. This is just what it's like to kind of be living and not, but that's what I feel, it's like that. Tale of two cities or what? Like people aren't even talking to each other within the city, unless they have to, unless they're in the same work group or... I don't know.","I would say the greatest thing about Madison is our diversity. The worst thing about Madison is our diversity, all right? We have so many opportunities. We have more in common than we have different, right? But we can't get past certain things to get to that point. A lot of things that Steve has said today, I'm like, that makes sense. But a lot of times our focus, like we're moving so quickly or living life, trying to make things easier and smoother and technology is moving everything so much faster, that instead of doing the right thing, we're doing the fastest right. Instead of looking for the right answer or the right person we're just seeing what's available and just keeping things moving, and we lose so much in that. And with the situation with like the hello, that is a huge... I learned growing up, a cultural difference between people of color and white people. White people don't say hello. So it's weird for me like when you enter a space, and I've seen this through my kids' friends, they'll bring friends over to the house that are not black. And we have to tell them to teach their friends like when you enter a house, you greet people, you say hello, and it's so hard to learn. I don't get it, but that's... When I was a kid growing up, if you walked in the room and didn't hello, you get popped, period. That's it. Like who are you? You want you... Who do you? You say hi to everybody in here. And so just today, I was in the first of my businesses that I'm prepping this food for this meeting, like Kelly came in, and I'll say, ""Hey."" I was like, ""Hey Kelly."" And she was like, ""Oh my girl, what's wrong with you?"" She's like, ""What do you mean?"" I said, ""I just said, Hey Kelly"" and you all like, she's like, ""Oh, I said hi, you didn't hear me?"" And I'm thinking like first of all, no you didn't, but okay, now we're where we need to be. And then we had a little brief conversation, but it's cultural, right? So I can't hold that against her, because she didn't grow up the way that I grew up. But we, it's... There's so many opportunities for us to learn from it. Like, I speak to Steve all the time. It's like, ""Hey."" He's like, ""Hey."" But now to know that you're in an elevator and you don't speak to people like, okay. Right. That's who Steve is and that's how he was raised. So our differences, and sharing our differences is what makes us greater. But with technology and with how quick we're trying to move and do things in the world, we don't stop to take advantage of those opportunities, because we're too busy.",4,0.6703200460356393,0.40905267000198364,0.2741962045867309
steve,mikaela,35,37,"When I was in college, I took a gap year. I didn't feel like I was doing enough or whatever. I had this existential something, so went on a mission trip, my first time out of the country. And it was supposed to be 11 months, 11 different countries, living out of a backpack. So, I went off with a whole bunch of people I didn't know, rooming rural Romania and the whole Miami. The crux of my experience there was, here's this 19 year old kid with a whole bunch of false confidence going across the sea, a huge power dynamic to spread the word of God or whatever, and really what could I do for these people? Sharpen, listen, I mean that's what I came back with was this, this humility from my experience of you don't know nearly as much as you think you do. You need to listen twice as much as you speak. And that's kind of why I came back to work for United Ways. Like where can I start improving? It's my own backyard kind of thing. What I know, best is here. And I'm here for a reason. It's, I don't know as much as I need to, to start that.","No. Yeah, I'll go, that's crazy. I didn't know that you did that. That's so cool. Yeah, no, I was like, that's crazy. I'm like me, I'm gone for three days and then I want to come home. So that's something wild in my eyes. So the reason I chose honesty, one, I'm a pretty blunt person, so I do like to live that value the best I can. And I think it comes from growing up. It's so weird. Don, your story is kind of similar to mine when you started saying that. I don't know my real dad and my mom has never addressed it. It's like something I don't even know. It's like it's never brought up. So then when I was 18 you're given your birth certificate and I did a bunch of research, et cetera. But where I'm going with that is this whole time that I've been growing up, it's like my mom doesn't see me as an adult or like didn't see that she could tell me these things. And really that kind of stemmed over into her just kind of being hands off as a parent in general. So I just, I don't know. I really value honesty because I think if she could talk to me and tell me about it, I feel I deserve that. I deserve to be told what happened and I haven't been, and I just, I don't know. I think that that's where a lot of my being blunt and being open and just talk to people like they're humans, you know? It's also very uncomfortable for me to share. So thank you guys for listening.",2,0.8187307530779818,0.4208179712295532,0.3445366144935206
steve,jalanda,5,6,I agree.,I agree.,1,0.9048374180359595,1.0,0.9048374180359595
steve,jalanda,17,18,"My name is Steve. I grew up in Middleton. I work at the United Way of Dane County at the Resource Development Department. I think what really drew me here was, I have such a limited view of life, especially in my own community. And I really want to broaden my understanding and having my empathy really of what it means to be a Madisonian, and to live here and see where I can plug into that equation to help others. It was kind of in there.","I am in Jalanda. I work here at United Way as well, and I'm born and partially raised in Gary, Indiana and being transplanted here in Madison at an early age. It was a culture shock, and still navigating that with my children, who range in ages from when we are visiting family who are still there, and then coming back to Madison and trying to reconcile the differences, and how they experience the two different places. I would say truly my value is just authenticity and authenticity about oneself, their intentions, how they communicate, how they present. Don't do very well with reading in between the lines or gray. So sometimes the truth hurts, but I'd rather have the authentic truth than anything else.",1,0.9048374180359595,0.5626232028007507,0.5090825261493533
steve,jalanda,65,66,I have a very superficial surface level then. So I'm an introvert so I don't really go out of my way to talk to people as is.,Is that what it is? I'm kind of that same way. No one believe me.,1,0.9048374180359595,0.37898001074790955,0.34291529441237867
steve,jalanda,65,68,I have a very superficial surface level then. So I'm an introvert so I don't really go out of my way to talk to people as is.,"For me, some of it from my experience, like I still, and it might just be when I grew up in a very multi-generational family dynamics. So I grew up with my grandparents. So there is still... There are certain things that are still instilled in me that I still do. So at the grocery store, if I see another person of color, there's still a hello, even if you're just passing, I don't have to know you, but there's still like acknowledge that there's a another person there. I don't know if some of it is just the change of society. I don't know if it's just generational. I don't know if it's that comradery, because we have so many shared lived experience. So we understand what it's like being in that space, and just feeling like you are invisible. But again, that's the whole tale of two city thing where I don't, I care enough, the number of times just going through the store and just hello, hi, and you just keep walking. And even an adult. So with my oldest just moving out into their apartment, I was having the same conversation. Well do you know your neighbors? And for me growing up, that was almost like a security thing. That's your secondary kind of family, because if something goes wrong then at least I know that you have connected with somebody else in that building. So that's a little bit more reassuring for me. So some of it I feel like it is just in how, or what was instilled in you or how you kind of grew up, and how you pass some of that along. So when I go out, I know she knows who that person is, and who's that person, so if I needed to get, I couldn't get in contact, I know that, you know her comings and goings. You know, when is the last time she's been in and out. But that's-",3,0.7408182206817179,0.38895225524902344,0.2881429176637229
steve,jalanda,67,68,"There you go. So I talked to a lot of my friends that are here and then have moved. My girlfriend is from Mississippi. And a lot of the people, because of the epics and some of the other big companies here that bring balance, becoming a city of transplants almost. It's hard to make friends. It's hard to meet people. It's hard to, I mean even like be in the community. Like I go to the gym every day. I live in an apartment, I see the same people. They never said, hello the me. You go to the supermarket, you don't talk to anybody. I don't know if it's the sign of the times, or we're at like late twenties. This is just what it's like to kind of be living and not, but that's what I feel, it's like that. Tale of two cities or what? Like people aren't even talking to each other within the city, unless they have to, unless they're in the same work group or... I don't know.","For me, some of it from my experience, like I still, and it might just be when I grew up in a very multi-generational family dynamics. So I grew up with my grandparents. So there is still... There are certain things that are still instilled in me that I still do. So at the grocery store, if I see another person of color, there's still a hello, even if you're just passing, I don't have to know you, but there's still like acknowledge that there's a another person there. I don't know if some of it is just the change of society. I don't know if it's just generational. I don't know if it's that comradery, because we have so many shared lived experience. So we understand what it's like being in that space, and just feeling like you are invisible. But again, that's the whole tale of two city thing where I don't, I care enough, the number of times just going through the store and just hello, hi, and you just keep walking. And even an adult. So with my oldest just moving out into their apartment, I was having the same conversation. Well do you know your neighbors? And for me growing up, that was almost like a security thing. That's your secondary kind of family, because if something goes wrong then at least I know that you have connected with somebody else in that building. So that's a little bit more reassuring for me. So some of it I feel like it is just in how, or what was instilled in you or how you kind of grew up, and how you pass some of that along. So when I go out, I know she knows who that person is, and who's that person, so if I needed to get, I couldn't get in contact, I know that, you know her comings and goings. You know, when is the last time she's been in and out. But that's-",1,0.9048374180359595,0.4979621171951294,0.4505747564025608
steve,jalanda,67,70,"There you go. So I talked to a lot of my friends that are here and then have moved. My girlfriend is from Mississippi. And a lot of the people, because of the epics and some of the other big companies here that bring balance, becoming a city of transplants almost. It's hard to make friends. It's hard to meet people. It's hard to, I mean even like be in the community. Like I go to the gym every day. I live in an apartment, I see the same people. They never said, hello the me. You go to the supermarket, you don't talk to anybody. I don't know if it's the sign of the times, or we're at like late twenties. This is just what it's like to kind of be living and not, but that's what I feel, it's like that. Tale of two cities or what? Like people aren't even talking to each other within the city, unless they have to, unless they're in the same work group or... I don't know.",It's both.,3,0.7408182206817179,0.08086954057216644,0.05990962915402034
steve,dawn,5,7,I agree.,I agree.,2,0.8187307530779818,1.0,0.8187307530779818
steve,dawn,17,19,"My name is Steve. I grew up in Middleton. I work at the United Way of Dane County at the Resource Development Department. I think what really drew me here was, I have such a limited view of life, especially in my own community. And I really want to broaden my understanding and having my empathy really of what it means to be a Madisonian, and to live here and see where I can plug into that equation to help others. It was kind of in there.","I am Dawn. She, her. I am born and raised in Madison. I live in a small town outside of Madison, but come to Madison every day to work at United Way. I've been here since 2005, I had a variety of roles. Now I am the Director of Technology Services here. My value is peace and harmony. I just want to live peaceful and in harmony with my neighbors, with my friends, with coworkers, we just all need to get along.",2,0.8187307530779818,0.5781797766685486,0.47337356396630015
steve,dawn,65,69,I have a very superficial surface level then. So I'm an introvert so I don't really go out of my way to talk to people as is.,"So it makes me wonder, if this piece of technology is what's causing the divide. You know.",4,0.6703200460356393,0.19343027472496033,0.12966019065832177
steve,dawn,67,69,"There you go. So I talked to a lot of my friends that are here and then have moved. My girlfriend is from Mississippi. And a lot of the people, because of the epics and some of the other big companies here that bring balance, becoming a city of transplants almost. It's hard to make friends. It's hard to meet people. It's hard to, I mean even like be in the community. Like I go to the gym every day. I live in an apartment, I see the same people. They never said, hello the me. You go to the supermarket, you don't talk to anybody. I don't know if it's the sign of the times, or we're at like late twenties. This is just what it's like to kind of be living and not, but that's what I feel, it's like that. Tale of two cities or what? Like people aren't even talking to each other within the city, unless they have to, unless they're in the same work group or... I don't know.","So it makes me wonder, if this piece of technology is what's causing the divide. You know.",2,0.8187307530779818,0.21867482364177704,0.17903580303942698
steve,claude,5,8,I agree.,I agree.,3,0.7408182206817179,1.0,0.7408182206817179
steve,claude,17,20,"My name is Steve. I grew up in Middleton. I work at the United Way of Dane County at the Resource Development Department. I think what really drew me here was, I have such a limited view of life, especially in my own community. And I really want to broaden my understanding and having my empathy really of what it means to be a Madisonian, and to live here and see where I can plug into that equation to help others. It was kind of in there.","Thank you. I'm Claude [Surname]. I'm a retired executive after 30 plus years working in government and some in the private sector. Originally from South Carolina so I'm a transplant. I've been here since 1969. I do still consider myself a Southerner. I've never acclimated to the weather here. Look, I like looking out the window and it's snow and it should just stay that way and I don't have to be out in it. I work at United Way. I've been a volunteer here for a long, quite a while and I'm a Loan Executive and I love the passion and what United Way stands for. My passion, I'm a deacon in Mount Zion Church, so my passion is about service and servant hood and what it means to be a servant. And so that is what I believe in and things that equal that to have some authenticity to it. It's important to me and also important to me that we do all we can to help those who are not so blessed. There's a lot of voices. What drew me to this is that I think it's good to hear the live voices of people who don't get to participate in these kinds of things.",3,0.7408182206817179,0.5111846923828125,0.37869493425076645
